"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1087","Successful login with valid credentials","","2026-09-17","passed","2026-09-17","","","",""
"","8976","Cart reflects item added from inventory","","2026-09-17","passed","2026-09-17","","","",""
"","42","Multiple endpoints return expected status codes -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","1013","Login with multiple user types -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","1613","Repeated failed logins do not lock out a valid user permanently","","2026-09-17","passed","2026-09-17","","","",""
"","36","Multiple endpoints return expected status codes -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","1154","Navigate to checkout after adding an item","","2026-09-17","passed","2026-09-17","","","",""
"","1085","Login with multiple user types -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","44","Multiple endpoints return expected status codes -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","1236","Login with multiple user types -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","1149","Cart persists multiple items","","2026-09-17","passed","2026-09-17","","","",""
"","6084","Login with multiple user types -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","1169","Add multiple items to the cart","","2026-09-17","passed","2026-09-17","","","",""
"","1159","Add a single item to the cart","","2026-09-17","passed","2026-09-17","","","",""
"","1603","Multiple user types can access the dashboard -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","1023","Failed login with invalid credentials","","2026-09-17","passed","2026-09-17","","","",""
"","6076","Multiple user types can access the dashboard -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","861","Direct URL access without login redirects to login page","","2026-09-17","passed","2026-09-17","","","",""
"","0","Security response headers are present","","2026-09-17","skipped","2026-09-17","","","",""
"","1084","SQL injection attempt is safely rejected","","2026-09-17","passed","2026-09-17","","","",""
"","1117","Add then remove an item","","2026-09-17","passed","2026-09-17","","","",""
"","49","Multiple endpoints return expected status codes -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","1037","XSS payload in login field is handled safely","","2026-09-17","passed","2026-09-17","","","",""
"","1667","User can logout from the dashboard","","2026-09-17","passed","2026-09-17","","","",""
"","39","Users list endpoint returns multiple records","","2026-09-17","passed","2026-09-17","","","",""
"","1248","Multiple user types can access the dashboard -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","69","User endpoint returns correct data","","2026-09-17","passed","2026-09-17","","","",""
